lemma,pos,level,english,example_de,example_en,gender,plural,separable,aux,praesens_ich,praesens_er,praeteritum,partizip_ii,perfekt,comparative,superlative,sources_csv,source_notes
Forschung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Forschung
Fortbildung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fortbildung
Fortschritt,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fortschritt
fortsetzen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/fortsetzen
Fortsetzung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fortsetzung
Forum,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Forum
Fotograf,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fotograf
Fotografie,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fotografie
frech,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/frech
Freiheit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Freiheit
Fremdsprache,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fremdsprache
fressen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/fressen
Freude,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Freude
Freundschaft,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Freundschaft
Friede,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Friede
Frieden,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Frieden
frieren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/frieren
Friseur,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Friseur
Frist,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Frist
Frisur,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Frisur
Frisör,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fris%C3%B6r
Frucht,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Frucht
fröhlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/fr%C3%B6hlich
Fundbüro,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fundb%C3%BCro
funktionieren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/funktionieren
Fußgänger,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fu%C3%9Fg%C3%A4nger
Fußgängerin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fu%C3%9Fg%C3%A4ngerin
Fußgängerzone,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Fu%C3%9Fg%C3%A4ngerzone
Fähigkeit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/F%C3%A4higkeit
Fähre,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/F%C3%A4hre
fällig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/f%C3%A4llig
färbig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/f%C3%A4rbig
fördern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/f%C3%B6rdern
führen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/f%C3%BChren
Führerausweis,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/F%C3%BChrerausweis
fürchten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/f%C3%BCrchten
füttern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/f%C3%BCttern#1
Galerie,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Galerie
Gang,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gang#1
gar,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gar#1
gar,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gar#2
Garantie,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Garantie
garantieren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/garantieren
Garderobe,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Garderobe
Gas,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gas
Gasthaus,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gasthaus
Gaststätte,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gastst%C3%A4tte
Gebiet,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gebiet
Gebirge,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gebirge
gebrauchen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gebrauchen
Gebrauchsanweisung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gebrauchsanweisung
Geburt,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geburt
Gebäck,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geb%C3%A4ck
Gebäude,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geb%C3%A4ude
Gebühr,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geb%C3%BChr
Gedanke,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gedanke
Gedicht,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gedicht
Geduld,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geduld
Gefahr,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gefahr
Gefängnis,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gef%C3%A4ngnis
Gefühl,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gef%C3%BChl
Gegend,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gegend
Gegensatz,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gegensatz
Gegenstand,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gegenstand
Gegner,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gegner
geheim,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/geheim
Geheimnis,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geheimnis
Gehsteig,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gehsteig
Geldautomat,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geldautomat
Gelegenheit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gelegenheit
gelingen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gelingen
gelten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gelten
gemeinsam,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gemeinsam
Gemeinschaft,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gemeinschaft
gemütlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gem%C3%BCtlich
genauso,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/genauso
genehmigen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/genehmigen
Generation,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Generation
genießen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/genie%C3%9Fen
genügen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gen%C3%BCgen
gerecht,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gerecht
gering,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gering
gesamt,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gesamt
geschehen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/geschehen
Geschlecht,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geschlecht
Geschmack,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geschmack
Geschwindigkeit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geschwindigkeit
Geschwindigkeitsbeschränkung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Geschwindigkeitsbeschr%C3%A4nkung
Gesellschaft,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gesellschaft
Gesetz,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gesetz
Gewalt,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gewalt
Gewerkschaft,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gewerkschaft
Gewinn,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gewinn
Gewissen,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gewissen
Gewohnheit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gewohnheit
gewöhnen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gew%C3%B6hnen
gewöhnlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gew%C3%B6hnlich
Gewürz,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gew%C3%BCrz
gießen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gie%C3%9Fen
Gift,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gift#1
giftig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/giftig
Girokonto,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Girokonto
Glace,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Glace#1
Glacé,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Glac%C3%A9
glatt,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/glatt
gleichberechtigt,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gleichberechtigt
gleichfalls,Konj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gleichfalls
gleichzeitig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gleichzeitig
Gold,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gold
Golf,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Golf#2
Gott,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gott
Grafik,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Grafik
Graphik,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Graphik
Gras,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gras
gratis,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gratis
Gratulation,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gratulation
greifen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/greifen
Grenze,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Grenze
Grill,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Grill
grillieren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/grillieren
Grund,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Grund
Grundstück,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Grundst%C3%BCck
gründen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gr%C3%BCnden
gründlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gr%C3%BCndlich
grüßen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gr%C3%BC%C3%9Fen
gucken,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/gucken
Gymnastik,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Gymnastik
Hackfleisch,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hackfleisch
Hafen,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hafen#1
hageln,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/hageln
halbtags,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/halbtags
Hallenbad,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hallenbad
Halt,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Halt
halt,Part,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/halt#1
haltbar,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/haltbar
Hammer,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hammer
Handel,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Handel#1
handeln,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/handeln#1
Handwerker,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Handwerker
hassen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/hassen
Hauptbahnhof,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hauptbahnhof
Hausmeister,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hausmeister
Hausmeisterin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hausmeisterin
Haustier,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Haustier
Haut,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Haut
heben,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/heben
Heim,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Heim
heim,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/heim
heimlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/heimlich
Heimweh,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Heimweh
heizen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/heizen
Held,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Held
Heldin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Heldin
Henderl,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Henderl
Hendl,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hendl
herausfinden,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/herausfinden
Herausforderung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Herausforderung
Herkunft,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Herkunft
Hersteller,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hersteller
herunterfahren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/herunterfahren
Herz,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Herz
hinterher,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/hinterher
hinterlassen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/hinterlassen
Hinweis,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hinweis
hinweisen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/hinweisen
historisch,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/historisch
Hitze,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hitze
hochladen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/hochladen
Hof,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hof
Hoffnung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hoffnung
Holz,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Holz
Honig,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Honig
Humor,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Humor
hungrig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/hungrig
hupen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/hupen
Husten,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Husten
Hut,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Hut#1
Hälfte,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%A4lfte
Händler,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%A4ndler
Händlerin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%A4ndlerin
häufig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/h%C3%A4ufig
höchstens,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/h%C3%B6chstens
höflich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/h%C3%B6flich
Höhe,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%B6he
Hörer,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%B6rer
Hörerin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%B6rerin
hübsch,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/h%C3%BCbsch
Hügel,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%BCgel
Hühnchen,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%BChnchen
Hütte,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/H%C3%BCtte#1
ideal,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/ideal
illegal,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/illegal
Imbiss,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Imbiss
Import,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Import
indem,Konj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/indem#1
individuell,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/individuell
Industrie,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Industrie
Infektion,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Infektion
Ingenieur,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ingenieur
Inhalt,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Inhalt
inklusive,Präp,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/inklusive#1
innen,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/innen
inner,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/inner
innerhalb,Präp,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/innerhalb#1
Inserat,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Inserat
insgesamt,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/insgesamt
installieren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/installieren
Institut,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Institut
Integration,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Integration
integrieren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/integrieren
Intelligenz,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Intelligenz
intensiv,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/intensiv
Intensivkurs,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Intensivkurs
interessant,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/interessant
interkulturell,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/interkulturell
inzwischen,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/inzwischen
irgendwann,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/irgendwann
irren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/irren
Jause,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Jause
je,Konj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/je#2
jederzeit,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/jederzeit
jedes Mal,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/jedes%20Mal
jedoch,Konj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/jedoch
jemals,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/jemals
jeweils,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/jeweils
Journalist,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Journalist
Journalistin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Journalistin
Jugend,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Jugend
Kabel,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Kabel
Kabine,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Kabine
Kaffeehaus,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Kaffeehaus
Kakao,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Kakao
Kampf,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Kampf
Kanal,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Kanal
